1361345,DOI-10-13012-b2idb-3357538_v1
1566560,DOI-10-13012-b2idb-6396968_v1
1361237,DOI-10-13012-b2idb-5437353_v1
1361348,DOI-10-13012-b2idb-5835198_v1
1562443,DOI-10-13012-b2idb-2805211_v1
1562446,DOI-10-13012-b2idb-1311182_v1
1420664,DOI-10-13012-b2idb-4074787_v1
1361240,DOI-10-13012-b2idb-3661776_v2
1341388,DOI-10-13012-b2idb-3175716_v1
490461,DOI-10-13012-b2idb-4900670_v1
562640,DOI-10-5072-fk2idb-5840139_v1
575634,DOI-10-13012-b2idb-6795126_v1
1006906,DOI-10-13012-b2idb-6530647_v1
1001489,DOI-10-13012-b2idb-5072223_v1
1177266,DOI-10-13012-b2idb-7570206_v1
1560257,DOI-10-13012-b2idb-9618240_v1
1361351,DOI-10-13012-b2idb-1235375_v1
1537624,DOI-10-13012-b2idb-0779814_v1
1371444,DOI-10-13012-b2idb-4311325_v1
1564454,DOI-10-13012-b2idb-4085385_v1
1561093,DOI-10-13012-b2idb-1402948_v1
1006896,DOI-10-13012-b2idb-4475836_v1
1006909,DOI-10-13012-b2idb-0475732_v1
1006899,DOI-10-13012-b2idb-8561435_v1
1361449,DOI-10-13012-b2idb-2011663_v1
1361501,DOI-10-13012-b2idb-1329706_v1
1361354,DOI-10-13012-b2idb-3357538_v2
1369216,DOI-10-13012-b2idb-1616387_v1
1336306,DOI-10-13012-b2idb-7735354_v1
1591016,DOI-10-13012-b2idb-0024113_v1
444549,DOI-10-13012-b2idb-4602893_v1
1338557,DOI-10-13012-b2idb-0478588_v2
1591019,DOI-10-13012-b2idb-6316661_v2
1562449,DOI-10-13012-b2idb-0852856_v2
1006915,DOI-10-13012-b2idb-0094019_v1
1560146,DOI-10-13012-b2idb-5348256_v1
1361504,DOI-10-13012-b2idb-3357538_v3
1361415,DOI-10-13012-b2idb-7239548_v1
1361400,DOI-10-13012-b2idb-1513733_v2
1359589,DOI-10-13012-b2idb-3661776_v1
1359686,DOI-10-13012-b2idb-0790815_v1
1361243,DOI-10-13012-b2idb-1513733_v1
1361403,DOI-10-13012-b2idb-8336948_v1
1561097,DOI-10-13012-b2idb-9729830_v1
1566630,DOI-10-13012-b2idb-6701059_v1
1311165,DOI-10-13012-b2idb-8658584_v1
1581252,DOI-10-13012-b2idb-0569467_v1
1581276,DOI-10-13012-b2idb-1932389_v1
1579801,DOI-10-13012-b2idb-3074701_v1
1311168,DOI-10-13012-b2idb-7821127_v1
1579804,DOI-10-13012-b2idb-1882247_v1
1503490,DOI-10-13012-b2idb-0360762_v1
1382288,DOI-10-13012-b2idb-0852856_v1
1409207,DOI-10-13012-b2idb-2237685_v2
444501,DOI-10-5072-fk2idb-1762650_v1
1561061,DOI-10-13012-b2idb-8274875_v1
1311506,DOI-10-13012-b2idb-6858418_v1
444497,DOI-10-5072-fk2idb-1413004_v1
444504,DOI-10-5072-fk2idb-8070597_v1
1385220,DOI-10-5072-fk2idb-0362951_v1
1361431,DOI-10-13012-b2idb-6858418_v2
1360307,DOI-10-13012-b2idb-9320144_v2
1338545,DOI-10-13012-b2idb-0478588_v1
1046261,DOI-10-5072-fk2idb-1754329_v1
444508,DOI-10-5072-fk2idb-6618320_v1
1006912,DOI-10-13012-b2idb-6648634_v1
444690,DOI-10-5072-fk2idb-7870835_v1
610676,DOI-10-5072-fk2idb-8246828_v1
449997,DOI-10-13012-j81z429g
490439,DOI-10-13012-b2idb-1065549_v1
1006903,DOI-10-13012-b2idb-3520220_v1
945268,DOI-10-5072-fk2idb-0691405_v1
575631,DOI-10-13012-b2idb-1859347_v1
1311162,DOI-10-13012-b2idb-2059727_v1
444791,DOI-10-13012-b2idb-1968634_v1
1273370,DOI-10-13012-b2idb-4912922_v1
1311171,DOI-10-13012-b2idb-9706842_v1
1336965,DOI-10-13012-b2idb-0410446_v1
1338534,DOI-10-13012-b2idb-0410446_v2
1299278,DOI-10-13012-b2idb-4021048_v1
1311151,DOI-10-13012-b2idb-8402610_v1
1332891,DOI-10-13012-b2idb-6485436_v1
1578704,DOI-10-13012-b2idb-8131709_v1
1341386,DOI-10-13012-b2idb-9696589_v1
1439293,DOI-10-13012-b2idb-4354331_v1
1581280,DOI-10-13012-b2idb-9729830_v2
1544672,DOI-10-13012-b2idb-3773381_v1
1000610,DOI-10-13012-b2idb-7546972_v1
1561090,DOI-10-13012-b2idb-1424746_v1
1446763,DOI-10-13012-b2idb-4742014_v1
1561087,DOI-10-13012-b2idb-1075526_v1
1407698,DOI-10-13012-b2idb-2237685_v1
1580349,DOI-10-13012-b2idb-4484338_v1
1544675,DOI-10-13012-b2idb-4137411_v1
1446766,DOI-10-13012-b2idb-5060298_v1
1386618,DOI-10-13012-b2idb-0170190_v1
1563263,DOI-10-13012-b2idb-6679875_v1
575637,DOI-10-13012-b2idb-0710473_v1
1446772,DOI-10-13012-b2idb-9686195_v1
1446769,DOI-10-13012-b2idb-9665377_v1
1537627,DOI-10-13012-b2idb-0214000_v1
1572417,DOI-10-13012-b2idb-2087040_v1
1580369,DOI-10-13012-b2idb-0199924_v1
1589800,DOI-10-13012-b2idb-8993673_v1
1446760,DOI-10-13012-b2idb-4370459_v1
1447369,DOI-10-13012-b2idb-6967733_v1
1567035,DOI-10-13012-b2idb-4817808_v1
1589808,DOI-10-13012-b2idb-9500981_v1
1447731,DOI-10-13012-b2idb-4308433_v1
1462594,DOI-10-13012-b2idb-1041522_v1
1005687,DOI-10-13012-b2idb-9276024_v1
1439299,DOI-10-13012-b2idb-9087546_v1
1439296,DOI-10-13012-b2idb-4222651_v1
1565390,DOI-10-13012-b2idb-1324977_v1
1365418,DOI-10-13012-b2idb-0598724_v1
1591080,DOI-10-13012-b2idb-7323993_v1
1273762,DOI-10-13012-b2idb-6946735_v2
1359710,DOI-10-13012-b2idb-7434833_v2
1006869,DOI-10-13012-b2idb-3958294_v1
1334446,DOI-10-13012-b2idb-2031816_v2
1176725,DOI-10-13012-b2idb-4650469_v1
1356993,DOI-10-13012-b2idb-9320144_v1
1176739,DOI-10-13012-b2idb-2204122_v1
1359690,DOI-10-13012-b2idb-7434833_v1
1522031,DOI-10-13012-b2idb-3897093_v1
1006854,DOI-10-13012-b2idb-1001307_v1
1006863,DOI-10-13012-b2idb-1752285_v1
1573848,DOI-10-13012-b2idb-9213932_v1
1589868,DOI-10-13012-b2idb-6316661_v1
1589871,DOI-10-13012-b2idb-8912230_v1
1544317,DOI-10-13012-b2idb-4693684_v1
1544314,DOI-10-13012-b2idb-2865725_v1
1544653,DOI-10-13012-b2idb-4469040_v1
1420661,DOI-10-13012-b2idb-6255617_v1
1447109,DOI-10-13012-b2idb-9154233_v1
1334114,DOI-10-13012-b2idb-0623872_v1
1334121,DOI-10-13012-b2idb-2031816_v1
1554159,DOI-10-13012-b2idb-0071156_v1
1554156,DOI-10-13012-b2idb-0170190_v3
1402279,DOI-10-13012-b2idb-0170190_v2
444687,DOI-10-13012-j8pn93h8
1176742,DOI-10-13012-b2idb-6534803_v1
1273373,DOI-10-13012-b2idb-4912922_v2
562987,DOI-10-13012-b2idb-1082638_v1
1046264,DOI-10-13012-b2idb-0064468_v1
1046258,DOI-10-13012-b2idb-6946735_v1
1175979,DOI-10-13012-b2idb-0064468_v2
490436,DOI-10-13012-b2idb-4803136_v1
1006851,DOI-10-13012-b2idb-3764213_v1
1006857,DOI-10-13012-b2idb-4810873_v1
1006866,DOI-10-13012-b2idb-2436375_v1
1006860,DOI-10-13012-b2idb-4871125_v1
1176645,DOI-10-5072-fk2idb-1115631_v1
1044786,DOI-10-13012-b2idb-7860393_v1
1176728,DOI-10-13012-b2idb-5975383_v1
1044781,DOI-10-13012-b2idb-5495131_v1
562637,DOI-10-13012-b2idb-4084515_v1
1044778,DOI-10-13012-b2idb-9511904_v1
1272386,DOI-10-13012-b2idb-0341890_v1
1357401,DOI-10-13012-b2idb-9342111_v1
1357404,DOI-10-13012-b2idb-8503612_v1
1334462,DOI-10-13012-b2idb-1528275_v1
